"Position","Variable","Variable label"
"564","jkl_qualnew19","Basic skills"
"565","jkl_qualnew20","Entry lvl qual (Wales)"
"566","jkl_qualnew21","Modern apprenticeship"
"567","jkl_qualnew22","RSA/OCR/Cleri/comm qual"
"568","jkl_qualnew23","City and Guilds Cert"
"569","jkl_qualnew24","GNVQ/GSVQ"
"570","jkl_qualnew43","NVQ/SVQ"
"571","jkl_qualnew27","HNC/HND"
"572","jkl_qualnew28","ONC/OND"
"573","jkl_qualnew29","BTEC/BEC/TEC/EdExcel/LQL"
"574","jkl_qualnew30","SCOTVEC/SCOTEC/SCOTBEC"
"575","jkl_qualnew31","Other voc/tech/prof qual"
"576","jkl_nhighdegr","New Higher Degree (obtained since last interview)"
"577","jkl_nalevel","New A Levels (obtained since last interview)"
"578","jkl_nhigher","New Highers (obtained since last interview)"
"579","jkl_nnat5equiv","New National 5s or equivalent (obtained since last interview)"
"580","jkl_ngcse5","New GCSEs (obtained since last interview)"
"581","jkl_napprent1","Intermediate/Level 2/Foundation Modern"
"582","jkl_napprent2","Advanced/Level 3/Advanced Modern"
"583","jkl_napprent3","Higher/Level 4 or 5"
"584","jkl_nrsaocr1","RSA certificate (including Stage I,II & III) / OCR Level 1"
"585","jkl_nrsaocr2","Diploma / OCR Level 2"
"586","jkl_nrsaocr3","Advanced diploma or advanced certificate / OCR Level 3"
"587","jkl_nrsaocr4","Higher diploma / OCR Level 4"
"588","jkl_ncitygld1","Part 1 / Foundation"
"589","jkl_ncitygld2","Part 2 / Craft / Intermediate"
"590","jkl_ncitygld3","Part 3 / Advanced Craft / Final"
"591","jkl_ncitygld4","Part 4 / Career Extension / Full Technological Certificate"
"592","jkl_ngnsvq1","Foundation"
"593","jkl_ngnsvq2","Intermediate"
"594","jkl_ngnsvq3","Advanced"
"595","jkl_nnsvq1","Level 1"
"596","jkl_nnsvq2","Level 2"
"597","jkl_nnsvq3","Level 3"
"598","jkl_nnsvq4","Level 4"
"599","jkl_nnsvq5","Level 5"
"600","jkl_nnsvq6","Other NVQ/SVQ qualification"
"601","jkl_nbtec1","First certificate or general certificate (below level 2)"
"602","jkl_nbtec2","First diploma or general diploma (level 2)"
"603","jkl_nbtec3","National Certificate or National Diploma level (level 3)"
"604","jkl_nbtec4","Higher level (level 4 or higher)"
"605","jkl_nscotvec1","Modules towards a National Certificate"
"606","jkl_nscotvec2","First certificate or general certificate (below level 2)"
"607","jkl_nscotvec3","First diploma or general diploma (level 2)"
"608","jkl_nscotvec4","Full National Certificate(level 3)"
"609","jkl_nscotvec5","Higher level (level 4)"
"610","jkl_trainany","Training since last interview"
"611","jkl_trainn","Number of training periods"
"612","jkl_trqual1","Higher Degree"
"613","jkl_trqual35","PGCE"
"614","jkl_trqual36","First degree level qualification (e.g. BA, BSc)"
"615","jkl_trqual37","Foundation degree"
"616","jkl_trqual3","Diploma in HE"
"617","jkl_trqual38","Teach qual sec/further ed (excl PGCE)"
"618","jkl_trqual39","Teach qual prim ed (excl PGCE)"
"619","jkl_trqual5","Nursing/other med qual"
"620","jkl_trqual6","Other higher degree"
"621","jkl_trqual40","Access to Higher Education (HE) Diploma"
"622","jkl_trqual7","A Level"
"623","jkl_trqual8","Welsh Baccalaureate"
"624","jkl_trqual9","Internt'l Baccalaureate"
"625","jkl_trqual10","AS Level"
"626","jkl_trqual41","Scottish Baccalaureate"
"627","jkl_trqual42","Advanced Higher"
"628","jkl_trqual13","GCSE"
"629","jkl_trqual15","Credit Standard Grade (National 5 / Intermediate 2)"
"630","jkl_trqual32","General Standard Grade (National 4 / Intermediate 1)"
"631","jkl_trqual33","Foundation Standard Grade (National 3 / Access 3)"
"632","jkl_trqual16","Other school cert"
"633","jkl_trqual17","Youth training cert"
"634","jkl_trqual18","Key Skills"
"635","jkl_trqual19","Basic skills"
"636","jkl_trqual20","Entry lvl qual (Wales)"
"637","jkl_trqual21","Modern apprenticeship"
"638","jkl_trqual22","RSA/OCR/Cleri/comm qual"
"639","jkl_trqual23","City and Guilds Cert"
"640","jkl_trqual24","GNVQ/GSVQ"
"641","jkl_trqual43","NVQ/SVQ"
"642","jkl_trqual27","HNC/HND"
"643","jkl_trqual28","ONC/OND"
"644","jkl_trqual29","BTEC/BEC/TEC/EdExcel/LQL"
"645","jkl_trqual30","SCOTVEC/SCOTEC/SCOTBEC"
"646","jkl_trqual34","First Aid and other Health & Safety Certificates"
"647","jkl_trqual31","Other voc/tech/prof qual"
"648","jkl_trhighdegr","New Training: Higher Degree (obtained since last interview)"
"649","jkl_tralevel","New Training: A Levels (or equivalent) (obtained since last interview)"
"650","jkl_trhigher","New Training: Highers (or equivalent) (obtained since last interview)"
"651","jkl_trnat5equv","New training: National 5s (or equivalent) (obtained since last interview)"
"652","jkl_trgcse5","New training: GCSEs (obtained since last interview)"
"653","jkl_trapprent1","Intermediate/Level 2/Foundation Modern"
"654","jkl_trapprent2","Advanced/Level 3/Advanced Modern"
"655","jkl_trapprent3","Higher/Level 4 or 5"
"656","jkl_trrsaocr1","RSA certificate (including Stage I,II & III) / OCR Level 1"
"657","jkl_trrsaocr2","Diploma / OCR Level 2"
"658","jkl_trrsaocr3","Advanced diploma or advanced certificate / OCR Level 3"
"659","jkl_trrsaocr4","Higher diploma / OCR Level 4"
"660","jkl_trcitygld1","Part 1 / Foundation"
"661","jkl_trcitygld2","Part 2 / Craft / Intermediate"
"662","jkl_trcitygld3","Part 3 / Advanced Craft / Final"
"663","jkl_trcitygld4","Part 4 / Career Extension / Full Technological Certificate"
"664","jkl_trgnsvq1","Foundation"
"665","jkl_trgnsvq2","Intermediate"
"666","jkl_trgnsvq3","Advanced"
"667","jkl_trnsvql1","Level 1"
"668","jkl_trnsvql2","Level 2"
"669","jkl_trnsvql3","Level 3"
"670","jkl_trnsvql4","Level 4"
"671","jkl_trnsvql5","Level 5"
"672","jkl_trnsvql6","Other NVQ/SVQ qualification"
"673","jkl_trbtec1","First certificate or general certificate (below level 2)"
"674","jkl_trbtec2","First diploma or general diploma (level 2)"
"675","jkl_trbtec3","National Certificate or National Diploma level (level 3)"
"676","jkl_trbtec4","Higher level (level 4 or higher)"
"677","jkl_trscotvec1","Modules towards a National Certificate"
"678","jkl_trscotvec2","First certificate or general certificate (below level 2)"
"679","jkl_trscotvec3","First diploma or general diploma (level 2)"
"680","jkl_trscotvec4","Full National Certificate(level 3)"
"681","jkl_trscotvec5","Higher level (level 4)"
"682","jkl_notempchk","Prev wave non-employed status check"
"683","jkl_empchk","Prev wave employed status check"
"684","jkl_empstendd","Employment status end: day"
"685","jkl_empstendm","Employment status end: month"
"686","jkl_empstendy4","Employment status end: year"
"687","jkl_stendreas1","Promoted"
"688","jkl_stendreas2","Left for better job"
"689","jkl_stendreas3","Made redundant"
"690","jkl_stendreas4","Dismissed/sacked"
"691","jkl_stendreas5","Temporary job ended"
"692","jkl_stendreas6","Took retirement"
"693","jkl_stendreas7","Health reasons"
"694","jkl_stendreas8","Left to have baby"
"695","jkl_stendreas9","Look after family"
"696","jkl_stendreas10","Look after other person"
"697","jkl_stendreas11","Moved area"
"698","jkl_stendreas97","Other reason"
"699","jkl_nxtst","Next employment status"
"700","jkl_nxtstelse","Next non-employment status"
"701","jkl_cstat","Current non-employment status"
"702","jkl_nxtstendd","Next status end: day"
"703","jkl_nxtstendm","Next status end: month"
"704","jkl_nxtstendy4","Next status end: year"
"705","jkl_jbsamr","Same employer check"
"706","jkl_wkplsam","Same workplace check"
"707","jkl_samejob","Check for same job within employer"
"708","jkl_matlv","Had period of maternity/paternity leave"
"709","jkl_matlvstd","Maternity/paternity leave start: day"
"710","jkl_matlvstm","Maternity/paternity leave start: month"
"711","jkl_matlvsty4","Maternity/paternity leave start: year"
"712","jkl_matlvendd","Maternity/paternity leave end: day"
"713","jkl_matlvendm","Maternity/paternity leave end: month"
"714","jkl_matlvendy4","Maternity/paternity leave end: year"
"715","jkl_jbendd","Job end: day"
"716","jkl_jbendm","Job end: month"
"717","jkl_jbendy4","Job end: year"
"718","jkl_jbendreas1","Promoted"
"719","jkl_jbendreas2","Left for better job"
"720","jkl_jbendreas3","Made redundant"
"721","jkl_jbendreas4","Dismissed/sacked"
"722","jkl_jbendreas5","Temporary job ended"
"723","jkl_jbendreas6","Took retirement"
"724","jkl_jbendreas7","Health reasons"
"725","jkl_jbendreas8","Left to have baby"
"726","jkl_jbendreas9","Look after family"
"727","jkl_jbendreas10","Look after other person"
"728","jkl_jbendreas11","Moved area"
"729","jkl_jbendreas97","Other reason"
"730","jkl_cjob","Current job indicator"
"731","jkl_nxtjbhrs","Next job hours"
"732","jkl_nxtjbes","Next job employment status"
"733","jkl_nxtjbendd","Next job end: day"
"734","jkl_nxtjbendm","Next job end: month"
"735","jkl_nxtjbendy4","Next job end: year"
"736","jkl_nxtendreas1","Promoted"
"737","jkl_nxtendreas2","Left for better job"
"738","jkl_nxtendreas3","Made redundant"
"739","jkl_nxtendreas4","Dismissed/sacked"
"740","jkl_nxtendreas5","Temporary job ended"
"741","jkl_nxtendreas6","Took retirement"
"742","jkl_nxtendreas7","Health reasons"
"743","jkl_nxtendreas8","Left to have baby"
"744","jkl_nxtendreas9","Look after family"
"745","jkl_nxtendreas10","Look after other person"
"746","jkl_nxtendreas11","Moved area"
"747","jkl_nxtendreas97","Other reason"
"748","jkl_cjbatt","Main attraction of current job"
"749","jkl_jbhas","Did paid work last week"
"750","jkl_jboff","No work last week but has paid job"
"751","jkl_jboffy","Reason off work last week"
"752","jkl_jbterm1","Current job: permanent or temporary"
"753","jkl_jbterm2","Type of non-permanent job"
"754","jkl_jbsic07chk","Industry (SIC07) of employer check"
"755","jkl_jbsoc00chk","Occupation (SOC2000) check"
"756","jkl_jbsempchk","Employed or self-employed check"
"757","jkl_jbsemp","Employed or self-employed: current job"
"758","jkl_jbbgd","Day started current job"
"759","jkl_jbbgm","Month started current job"
"760","jkl_jbbgy","Year started current job"
"761","jkl_jbpaidwho","Paid directly by employer"
"762","jkl_jbnitax","Pays own NI"
"763","jkl_jbmngrchk","Managerial duties current job check"
"764","jkl_jbmngr","Managerial duties: current job"
"765","jkl_jbsizechk","No. employed at workplace check"
"766","jkl_jbsize","No. employed at workplace: current job"
"767","jkl_jbsect","Private company"
"768","jkl_jbsectpub","Non-private organisation"
"769","jkl_jbhrs","No. of hours normally worked per week"
"770","jkl_jbot","No. of overtime hours in normal week"
"771","jkl_jbotpd","No. of hours worked as paid overtime"
"772","jkl_jbpl","Work location"
"773","jkl_paygwc","Pay period: gross pay"
"774","jkl_paynwc","Pay period: take home pay"
"775","jkl_payuwc","Pay period: usual pay"
"776","jkl_payug","Usual pay: gross/net of deductions"
"777","jkl_paytyp","Salaried or paid by the hour"
"778","jkl_ovtpay","Additional pay for extra hours"
"779","jkl_pvtpyset","Additional pay for extra hours: set amount"
"780","jkl_extrate","Additional pay for extra hours hourly rate"
"781","jkl_extrest","Estimated amount - additional pay for extra hours"
"782","jkl_basnset","Basic pay: set amount"
"783","jkl_basrate","Basic pay hourly rate"
"784","jkl_basrest","Estimated amount - hourly basic pay rate"
"785","jkl_ovtnset","Overtime pay: set amount"
"786","jkl_ovtrate","Overtime pay hourly rate"
"787","jkl_ovtrest","Estimated amount - hourly overtime rate"
"788","jkl_jbttwt","Minutes spent travelling to work"
"789","jkl_wktrv1","Drive myself by car or van"
"790","jkl_wktrv2","Get a lift with someone from household"
"791","jkl_wktrv3","Get a lift with someone outside the household"
"792","jkl_wktrv4","Motorcycle/moped/scooter"
"793","jkl_wktrv5","Taxi/minicab"
"794","jkl_wktrv6","Bus/coach"
"795","jkl_wktrv7","Train"
"796","jkl_wktrv8","Underground/Metro/Tram/Light railway"
"797","jkl_wktrv9","Cycle"
"798","jkl_wktrv10","Walk"
"799","jkl_wktrv97","Other"
"800","jkl_wktrvfar","Main mode of transport to work"
"801","jkl_jsboss","S/emp: hires employees"
"802","jkl_jssize","S/emp: number of employees"
"803","jkl_jshrs","S/emp: hours normally worked per week"
"804","jkl_jstypeb","S/emp: nature of employment"
"805","jkl_jsnitax","S/emp: pays own NI"
"806","jkl_jsaccs","S/emp: draws up profit/loss accounts"
"807","jkl_jspart","S/emp: own account or partnership"
"808","jkl_jsprbm","S/emp: date accounts began: month"
"809","jkl_jsprby4","S/emp: date accounts began: year"
"810","jkl_jsprem","S/emp: date accounts ended: month"
"811","jkl_jsprey4","S/emp: date accounts ended: year"
"812","jkl_jsprls","Sole accounts: Whether profit/loss"
"813","jkl_jsprtx","Sole accounts: whether before tax"
"814","jkl_jsprni","Sole accounts: whether before NI"
"815","jkl_jsworkac","Work account"
"816","jkl_jsownsum","Draw money for non-business"
"817","jkl_jsownamt","Non-business amount per month"
"818","jkl_jsownoth","Other non-business income"
"819","jkl_jsowotam","Non-business average amount"
"820","jkl_jspayw","Job/business income: pay period (weeks)"
"821","jkl_jspytx","Job/business income: whether before tax"
"822","jkl_jspyni","Job/business income: whether before NI"
"823","jkl_jspl","S/emp: work location"
"824","jkl_jsttwtb_cawi","Time taken to get to work (CAWI)"
"825","jkl_jsttwt","S/emp: commuting time provided"
"826","jkl_jsttwtb","S/emp: commuting time"
"827","jkl_jswktrv1","Drive myself by car or van"
"828","jkl_jswktrv2","Get a lift with someone from household"
"829","jkl_jswktrv3","Get a lift with someone outside the household"
"830","jkl_jswktrv4","Motorcycle/moped/scooter"
"831","jkl_jswktrv5","Taxi/minicab"
"832","jkl_jswktrv6","Bus/coach"
"833","jkl_jswktrv7","Train"
"834","jkl_jswktrv8","Underground/Metro/Tram/Light railway"
"835","jkl_jswktrv9","Cycle"
"836","jkl_jswktrv10","Walk"
"837","jkl_jswktrv97","Other"
"838","jkl_jswktrvfar","S/emp: main mode of transport to work"
"839","jkl_jbsat","Job satisfaction"
"840","jkl_julk4wk","Looked for work in last 4 weeks"
"841","jkl_julkjb","Would like a regular paid job"
"842","jkl_jubgn","Able to start work within 2 weeks"
"843","jkl_julk4x1","Applied directly to an employer"
"844","jkl_julk4x2","Studied or replied to advertisements"
"845","jkl_julk4x3","Searched for jobs/information about jobs on the internet"
"846","jkl_julk4x4","Contacted a private employment agency or job centre"
"847","jkl_julk4x5","Asked friends or contacts"
"848","jkl_julk4x6","Taken steps to start your own business"
"849","jkl_julk4x96","Or none of these steps?"
"850","jkl_jbhad","Ever had paid employment"
"851","jkl_jlendm","Month left last job"
"852","jkl_jlendy","Year left last job"
"853","jkl_jlsemp","Employee or self employed, last job"
"854","jkl_jlboss","Hired employees, last job"
"855","jkl_jlmngr","Managerial duties, last job"
"856","jkl_jlsize","Number of people employed at workplace, last job employee"
"857","jkl_eprosh","Chance starting work within 12 months"
"858","jkl_matleave","Currently on maternity leave"
"859","jkl_mlfutr","New mum: intends returning to work"
"860","jkl_mlrnot1","I prefer to look after my child(ren) myself"
"861","jkl_mlrnot2","I cannot earn enough to pay for childcare"
"862","jkl_mlrnot3","I cannot find suitable childcare"
"863","jkl_mlrnot4","There are no jobs in the right place for me"
"864","jkl_mlrnot5","There are no jobs with the right hours for me"
"865","jkl_mlrnot6","There are no jobs available for me"
"866","jkl_mlrnot7","I am in full-time education"
"867","jkl_mlrnot8","I am on a training course"
"868","jkl_mlrnot9","My family would lose benefits if I was earning"
"869","jkl_mlrnot10","I am caring for an elderly or ill relative or friend"
"870","jkl_mlrnot11","I cannot work because of poor health"
"871","jkl_mlrnot12","I prefer not to work"
"872","jkl_mlrnot13","My husband/partner disapproves"
"873","jkl_mlrnot97","Some other reason"
"874","jkl_mlagst","New mum: age of child when start work in future"
"875","jkl_mlagstu","Units of child age when start work"
"876","jkl_mlwkfpt","New mum: work FT or PT in future"
"877","jkl_j2has","Has a second job"
"878","jkl_j2semp","Employee or self employed, second job"
"879","jkl_j2hrs","No. of hours worked per month, second job"
"880","jkl_j2pay","Gross earnings from second jobs last month"
"881","jkl_ccare","Uses childcare"
"882","jkl_ccwork","Other arrangements for child whilst working"
"883","jkl_benbase1","Income Support"
"884","jkl_benbase2","Job Seeker's Allowance"
"885","jkl_benbase3","Child Benefit"
"886","jkl_benbase4","Universal Credit"
"887","jkl_benbase96","None of these"
"888","jkl_benctc","Income: Receives Child Tax Credit"
"889","jkl_benpen1","NI Pension or State Retirement (Old Age) Pension"
"890","jkl_benpen2","A pension from a previous employer"
"891","jkl_benpen3","A pension from a spouse's previous employer"
"892","jkl_benpen4","Pension Credit including Guarantee Credit & Savings Credit"
"893","jkl_benpen5","Private Pension or Annuity"
"894","jkl_benpen6","Widow's or War Widow's Pension"
"895","jkl_benpen7","Widowed Mother's Allowance, Parent's Allowance or Bereavement Allowance"
"896","jkl_benpen8","War Disablement Pension"
"897","jkl_benpen96","None of these"
"898","jkl_bendis1","Incapacity Benefit"
"899","jkl_bendis2","Employment and Support Allowance"
"900","jkl_bendis3","Severe Disablement Allowance"
"901","jkl_bendis4","Carer's Allowance"
"902","jkl_bendis5","Disability Living Allowance"
"903","jkl_bendis12","Personal Independence Payments"
"904","jkl_bendis7","Attendance Allowance"
"905","jkl_bendis8","Industrial Injury Disablement Benefit"
"906","jkl_bendis10","Sickness and Accident Insurance"
"907","jkl_bendis97","Any other disability related benefit or payment"
"908","jkl_bendis96","None of these"
"909","jkl_benesa","Employment and Support Allowance: Work-Related Activity Group or Support Group"
"910","jkl_othben1","Foster Allowance"
"911","jkl_othben2","Maternity Allowance"
"912","jkl_othben5","Working Tax Credit"
"913","jkl_othben6","Council Tax Reduction"
"914","jkl_othben7","Rate Rebate"
"915","jkl_othben8","Housing Benefit"
"916","jkl_othben9","Rent Rebate"
"917","jkl_othben97","Any other state benefit or credit"
"918","jkl_othben96","None of these"
"919","jkl_bensta2","Education Grant other than a Student Loan or Tuition Fee Loan"
"920","jkl_bensta3","Trade Union or Friendly Society Payment"
"921","jkl_bensta4","Maintenance or Alimony"
"922","jkl_bensta5","Payments from a family member not living with you"
"923","jkl_bensta6","Rent from Boarders or Lodgers (not family members) living here with you"
"924","jkl_bensta7","Rent from any other property even if that only covers that property's mortgage o"
"925","jkl_bensta97","Or any other regular payment"
"926","jkl_bensta96","None of these"
"927","jkl_missource01","Income source enumerated at previous wave but not current wave: NI Retirement/St"
"928","jkl_missource02","Income source enumerated at previous wave but not current wave: A Pension from a"
"929","jkl_missource03","Income source enumerated at previous wave but not current wave: A Pension from a"
"930","jkl_missource04","Income source enumerated at previous wave but not current wave: A Private Pensio"
"931","jkl_missource05","Income source enumerated at previous wave but not current wave: A Widow's or War"
"932","jkl_missource06","Income source enumerated at previous wave but not current wave: A Widowed Mother"
"933","jkl_missource07","Income source enumerated at previous wave but not current wave: Pension Credit ("
"934","jkl_missource08","Income source enumerated at previous wave but not current wave: Severe Disableme"
"935","jkl_missource09","Income source enumerated at previous wave but not current wave: Industrial Injur"
"936","jkl_missource10","Income source enumerated at previous wave but not current wave: Disability Livin"
"937","jkl_missource11","Income source enumerated at previous wave but not current wave: Attendance Allow"
"938","jkl_missource12","Income source enumerated at previous wave but not current wave: Carer's Allowanc"
"939","jkl_missource13","Income source enumerated at previous wave but not current wave: War Disablement "
"940","jkl_missource14","Income source enumerated at previous wave but not current wave: Incapacity Benef"
"941","jkl_missource15","Income source enumerated at previous wave but not current wave: Income Support"
"942","jkl_missource16","Income source enumerated at previous wave but not current wave: Job Seeker's All"
"943","jkl_missource18","Income source enumerated at previous wave but not current wave: Child Benefit (i"
"944","jkl_missource19","Income source enumerated at previous wave but not current wave: Child Tax Credit"
"945","jkl_missource20","Income source enumerated at previous wave but not current wave: Working Tax Cred"
"946","jkl_missource21","Income source enumerated at previous wave but not current wave: Maternity Allowa"
"947","jkl_missource22","Income source enumerated at previous wave but not current wave: Housing Benefit"
"948","jkl_missource23","Income source enumerated at previous wave but not current wave: Council Tax Bene"
"949","jkl_missource24","Income source enumerated at previous wave but not current wave: Educational Gran"
"950","jkl_missource25","Income source enumerated at previous wave but not current wave: Trade Union / Fr"
"951","jkl_missource26","Income source enumerated at previous wave but not current wave: Maintenance or A"
"952","jkl_missource27","Income source enumerated at previous wave but not current wave: Payments from a "
"953","jkl_missource28","Income source enumerated at previous wave but not current wave: Rent from Boarde"
"954","jkl_missource29","Income source enumerated at previous wave but not current wave: Rent from any ot"
"955","jkl_missource30","Income source enumerated at previous wave but not current wave: Foster Allowance"
"956","jkl_missource31","Income source enumerated at previous wave but not current wave: Rent Rebate"
"957","jkl_missource32","Income source enumerated at previous wave but not current wave: Rate Rebate"
"958","jkl_missource33","Income source enumerated at previous wave but not current wave: Employment and S"
"959","jkl_missource35","Income source enumerated at previous wave but not current wave: Sickness and Acc"
"960","jkl_missource37","Income source enumerated at previous wave but not current wave: Other Disability"
"961","jkl_missource38","Income source enumerated at previous wave but not current wave: Any other regula"
"962","jkl_missource39","Income source enumerated at previous wave but not current wave: Any other state "
"963","jkl_missource40","Income source enumerated at previous wave but not current wave: Universal Credit"
"964","jkl_missource41","Income source enumerated at previous wave but not current wave: Personal Indepen"
"965","jkl_nfh01","NI Retirement/State Retirement (Old Age) Pension : Further income sources "
"966","jkl_nfh02","A Pension From A Previous Employer : Further income sources "
"967","jkl_nfh03","A Pension From A Spouse's Previous Employer : Further income sources "
"968","jkl_nfh04","A Private Pension/Annuity : Further income sources "
"969","jkl_nfh05","A Widow's Or War Widow's Pension : Further income "
"970","jkl_nfh06","A Widowed Mother's Allowance / Widowed Parent's Allowance / Bereavement Allow "
"971","jkl_nfh07","Pension Credit (includes Guarantee Credit & Saving Credit) : Further income "
"972","jkl_nfh08","Severe Disablement Allowance : Further income sources "
"973","jkl_nfh09","Industrial Injury Disablement Allowance : Further income sources "
"974","jkl_nfh10","Disability Living Allowance : Further income sources "
"975","jkl_nfh11","Attendance Allowance : Further income sources "
"976","jkl_nfh12","Carer's Allowance (formerly Invalid Care Allowance) : Further income sources "
"977","jkl_nfh13","War Disablement Pension : Further income sources "
"978","jkl_nfh14","Incapacity Benefit : Further income sources "
"979","jkl_nfh15","Income Support : Further income sources "
"980","jkl_nfh16","Job Seeker's Allowance : Further income sources "
"981","jkl_nfh18","Child Benefit (including Lone-Parent Child Benefit Payments) : Further income "
"982","jkl_nfh19","Child Tax Credit : Further income sources  "
"983","jkl_nfh20","Working Tax Credit (includes Disabled Person's Tax Credit) : Further income "
"984","jkl_nfh21","Maternity Allowance : Further income sources "
"985","jkl_nfh22","Housing Benefit : Further income sources "
"986","jkl_nfh23","Council Tax Benefit : Further income sources "
"987","jkl_nfh24","Educational Grant (not Student Loan Or Tuition Fee Loan : Further income sou "
"988","jkl_nfh25","Trade Union / Friendly Society Payment : Further income sources "
"989","jkl_nfh26","Maintenance Or Alimony : Further income sources "
"990","jkl_nfh27","Payments From A Family Member Not Living Here : Further income sources "
"991","jkl_nfh28","Rent From Boarders Or Lodgers (not Family Members) Living Here With You : Fu "
"992","jkl_nfh29","Rent From Any Other Property : Further income sources "
"993","jkl_nfh30","Foster Allowance / Guardian Allowance : Further income sources "
"994","jkl_nfh31","Rent Rebate : Further income sources "
"995","jkl_nfh32","Rate Rebate : Further income sources "
"996","jkl_nfh33","Employment And Support Allowance : Further income sources "
"997","jkl_nfh35","Sickness And Accident Insurance : Further income "
"998","jkl_nfh37","Other Disability Related Benefit Or Payment : Further income"
"999","jkl_nfh38","Any Other Regular Payment : Further income"
